age,income,risk_appetite,financial_goal,investment_knowledge,dependents,location_type,existing_investments,education_level,job_type,monthly_debt,recommended_strategy
41,76500.0,2,0,1,1,2,0,0,3,22500.0,0
55,117900.0,2,1,2,1,2,1,3,2,19100.0,2
26,37300.0,2,0,2,3,2,1,2,3,8700.0,0
42,59300.0,2,1,0,2,1,0,1,2,7000.0,2
21,35300.0,1,0,1,1,0,1,0,2,7200.0,0
60,50300.0,2,0,2,1,2,0,3,1,1700.0,0
66,101100.0,2,1,2,0,1,0,3,3,13800.0,2
65,58900.0,1,1,1,0,2,1,0,1,3300.0,3
30,43200.0,1,1,2,3,0,1,2,2,11000.0,3
46,46700.0,2,2,0,1,0,2,0,3,8700.0,2
48,28100.0,2,0,0,0,1,1,2,3,4100.0,0
49,33600.0,1,1,2,0,0,1,0,4,1700.0,4
46,59300.0,0,2,2,1,1,0,0,2,6900.0,0
41,22200.0,2,1,1,3,1,1,0,2,4400.0,2
20,55800.0,1,1,0,2,0,1,0,2,15900.0,2
66,51300.0,1,0,0,1,1,1,2,2,7200.0,0
44,45100.0,1,0,0,2,1,0,0,1,2100.0,0
38,42200.0,2,0,2,3,0,1,0,2,12600.0,0
22,27200.0,1,2,0,2,0,1,2,3,5300.0,3
36,60700.0,2,2,1,3,0,0,0,2,16800.0,2
43,81500.0,1,0,2,3,2,2,1,2,23800.0,0
49,46500.0,2,2,2,3,1,1,2,2,7700.0,2
34,93400.0,2,2,2,3,2,0,0,2,11800.0,2
45,34800.0,1,0,2,2,1,0,0,3,10400.0,0
52,53500.0,2,1,2,1,2,1,3,2,15300.0,2
29,81000.0,0,2,1,2,1,1,0,0,11300.0,1
58,111600.0,2,1,2,0,1,0,3,2,11300.0,2
57,45000.0,1,0,2,3,2,2,0,2,7800.0,0
56,103800.0,1,0,0,3,2,1,0,2,25800.0,0
47,43700.0,2,0,2,0,2,0,0,2,6900.0,0
36,92800.0,1,1,0,1,2,2,0,1,2800.0,1
42,34600.0,2,0,2,1,2,1,3,2,10400.0,0
47,51600.0,2,2,2,1,0,1,3,4,2700.0,2
68,100800.0,0,0,0,3,0,1,0,3,22700.0,2
45,108600.0,1,1,1,0,2,1,2,2,16200.0,0
41,94200.0,1,1,0,1,1,0,0,3,25100.0,2
63,51300.0,0,1,1,1,2,1,0,3,7500.0,4
57,111300.0,2,2,0,3,1,2,0,3,19000.0,2
28,81500.0,2,1,0,0,1,2,2,1,3600.0,2
20,29600.0,0,2,2,3,1,2,0,2,6300.0,0
34,106800.0,0,2,2,2,2,2,3,3,15800.0,4
40,71300.0,2,1,1,3,1,0,1,0,13200.0,2
20,122500.0,2,2,2,3,1,1,0,4,1600.0,2
61,47700.0,1,2,0,1,1,1,0,2,5600.0,1
30,70200.0,1,0,2,1,1,1,0,1,4800.0,0
38,88800.0,1,1,1,0,1,2,3,2,17100.0,3
21,10000.0,2,1,0,3,1,1,0,2,1500.0,2
43,72200.0,1,1,2,2,0,1,2,1,2400.0,4
38,86300.0,1,1,0,3,2,0,0,2,15800.0,3
29,66200.0,1,0,0,2,1,0,0,3,11900.0,0
41,76200.0,0,1,2,2,1,0,3,4,1400.0,2
44,52600.0,1,1,2,3,1,1,0,4,5400.0,4
55,87400.0,1,1,0,2,0,1,3,4,2700.0,1
63,70800.0,1,0,1,0,1,1,2,0,9500.0,0
47,78700.0,1,1,1,3,0,0,2,2,23000.0,2
41,129600.0,2,0,0,3,0,1,0,1,4100.0,0
42,10000.0,1,1,2,2,2,1,3,4,3200.0,3
64,111800.0,1,0,0,2,2,0,3,2,15400.0,0
64,129800.0,1,0,1,0,1,2,0,3,19700.0,0
62,129900.0,2,0,1,3,1,1,0,4,2700.0,0
48,108300.0,2,0,0,2,2,1,0,3,19600.0,0
41,50700.0,2,0,2,3,1,1,0,3,10000.0,0
59,35000.0,2,2,0,3,2,0,2,2,7000.0,2
51,35800.0,0,1,1,1,1,1,0,2,9200.0,1
35,16400.0,2,1,2,0,0,0,2,3,2700.0,2
41,80000.0,1,1,2,3,1,0,0,2,20700.0,2
56,100500.0,2,0,1,3,0,1,3,0,29900.0,0
28,60700.0,0,1,2,2,2,1,3,2,16000.0,2
43,126800.0,0,0,2,1,0,1,0,2,31400.0,0
58,108300.0,2,0,2,0,0,2,3,4,2400.0,0
56,24400.0,0,0,2,1,0,1,0,2,2900.0,1
23,87200.0,2,1,2,3,0,0,0,2,22100.0,2
50,16500.0,0,0,0,2,0,1,0,2,2700.0,2
25,122600.0,2,1,0,1,1,1,0,4,3500.0,2
56,66700.0,2,2,2,3,2,0,3,2,8100.0,2
44,36600.0,2,2,0,2,1,2,2,3,5800.0,2
27,91800.0,2,0,0,2,0,0,3,2,13100.0,0
65,83900.0,1,0,0,2,1,1,1,2,18600.0,0
53,55900.0,2,1,1,0,0,0,0,3,7500.0,2
62,86700.0,2,0,0,1,2,0,0,0,16500.0,0
49,93800.0,1,0,2,2,0,2,0,0,27700.0,0
41,125500.0,1,2,0,1,2,1,0,2,36200.0,3
41,21600.0,1,0,0,1,1,0,2,3,4200.0,0
63,54500.0,2,2,1,1,0,2,1,3,13600.0,2
26,81000.0,0,0,2,1,2,1,2,2,22900.0,1
52,17100.0,0,1,1,0,2,0,0,3,2700.0,1
33,95400.0,1,2,0,3,1,0,0,2,16500.0,2
31,92100.0,0,1,1,0,0,1,0,2,12200.0,4
67,90500.0,2,1,0,1,2,0,2,1,2900.0,2
25,87500.0,2,0,2,2,0,0,0,2,25200.0,0
43,16700.0,0,2,2,1,0,1,2,2,1800.0,1
37,126100.0,1,2,1,3,2,1,2,2,20500.0,0
23,61700.0,2,1,2,3,0,2,0,4,1100.0,2
59,50900.0,1,1,2,0,1,1,0,3,8200.0,1
58,64300.0,1,1,1,0,1,0,2,1,2200.0,4
51,65400.0,2,0,2,1,0,2,0,0,11900.0,0
24,53000.0,2,1,1,3,2,2,0,2,12400.0,2
58,120200.0,1,0,0,2,2,2,0,2,27800.0,0
63,10000.0,1,2,0,0,2,2,0,1,1500.0,1
48,48700.0,2,0,2,3,2,1,0,0,6100.0,0
63,124500.0,0,2,0,3,0,0,2,4,0.0,4
30,60400.0,1,0,2,1,0,0,2,4,2400.0,0
53,86300.0,2,0,2,1,2,0,1,2,16000.0,0
30,32300.0,2,2,2,0,0,2,0,2,8100.0,2
50,39800.0,0,2,2,3,1,2,0,2,6600.0,4
29,86200.0,2,0,2,3,0,1,2,2,20700.0,0
49,79700.0,2,0,2,1,1,0,0,3,11400.0,0
42,52700.0,2,0,1,1,1,0,0,2,10600.0,0
62,59900.0,1,1,2,1,2,1,3,3,10100.0,4
26,38700.0,2,2,2,2,2,0,0,1,700.0,2
27,117300.0,0,1,0,1,2,0,3,3,31000.0,0
28,114600.0,2,0,2,0,0,2,2,2,28800.0,0
34,40800.0,0,0,0,1,1,0,0,0,7600.0,3
41,80100.0,1,0,1,3,0,1,1,4,1800.0,0
36,78300.0,0,1,2,0,1,0,2,2,13200.0,3
33,81800.0,2,1,2,2,1,2,3,2,12300.0,2
66,38200.0,2,2,0,1,0,0,0,2,5200.0,2
60,15500.0,0,0,0,0,1,0,1,2,3700.0,2
42,61900.0,2,0,0,3,0,0,0,1,1000.0,0
52,65100.0,2,1,1,1,0,0,3,3,13100.0,2
56,76900.0,2,0,2,3,1,1,2,2,18700.0,0
62,89100.0,0,0,1,0,0,1,3,2,26500.0,4
63,47400.0,2,2,0,1,2,1,1,2,12700.0,2
46,45800.0,1,2,0,1,0,1,3,2,10900.0,1
29,91600.0,2,0,2,0,1,0,2,2,27000.0,0
26,50400.0,2,2,0,0,0,0,0,4,0.0,2
36,114400.0,0,0,1,2,1,1,3,3,31400.0,4
49,99900.0,2,0,0,2,1,1,3,2,18500.0,0
23,85000.0,0,2,0,1,0,2,3,2,20300.0,2
58,77000.0,0,1,2,3,0,2,2,2,19800.0,3
36,10000.0,1,0,2,2,1,0,3,1,1200.0,0
64,96300.0,2,2,2,1,0,1,2,4,200.0,2
46,17500.0,0,1,0,3,1,2,0,3,2700.0,2
33,94400.0,2,1,2,3,2,2,1,3,14900.0,2
28,38700.0,1,0,2,3,2,1,0,2,7200.0,0
25,18900.0,2,1,2,0,0,2,0,4,2200.0,2
60,42700.0,2,0,2,3,0,0,3,2,10200.0,0
50,97900.0,2,1,1,3,1,2,2,2,24800.0,2
63,105500.0,0,2,2,2,0,1,2,2,11300.0,0
57,48700.0,2,0,0,1,0,2,3,2,11400.0,0
48,66800.0,0,1,2,3,2,2,2,4,2600.0,1
20,70100.0,2,2,0,1,2,0,2,3,17900.0,2
61,147700.0,2,0,2,3,0,1,3,0,27900.0,0
39,68600.0,2,2,0,1,2,2,1,2,16700.0,2
58,46500.0,1,2,2,2,1,2,0,2,6000.0,4
39,122600.0,0,1,2,0,0,0,2,2,32000.0,0
36,56200.0,2,2,0,2,2,1,0,2,8300.0,2
48,96000.0,2,0,1,2,1,0,0,2,24900.0,0
63,103000.0,1,2,2,3,0,1,0,2,13300.0,3
41,54300.0,1,2,0,2,1,0,3,2,6500.0,0
66,68700.0,1,2,1,0,0,1,0,2,8800.0,2
61,43600.0,2,2,2,1,0,1,1,3,6800.0,2
53,109300.0,2,0,2,0,0,1,0,2,18800.0,0
20,50800.0,2,2,2,0,2,0,0,2,5900.0,2
25,10000.0,1,1,1,1,1,2,3,2,2200.0,0
48,127400.0,2,2,0,1,0,2,2,3,24700.0,2
51,88100.0,2,0,0,3,2,2,3,3,19500.0,0
42,32900.0,2,0,0,0,0,1,2,1,1000.0,0
59,38000.0,0,2,0,3,1,1,3,4,2800.0,3
45,80900.0,2,2,0,1,2,2,3,2,11700.0,2
20,24700.0,2,2,2,3,0,1,0,2,4100.0,2
67,61800.0,1,1,0,2,1,2,1,2,9700.0,3
57,45500.0,1,0,2,3,1,0,0,3,13100.0,0
34,55800.0,1,2,0,0,2,1,2,4,1900.0,4
35,35400.0,2,0,1,1,2,2,2,2,8800.0,0
55,102800.0,2,1,2,1,0,0,0,0,10700.0,2
64,10000.0,0,0,2,3,1,1,0,2,1100.0,1
61,94200.0,2,2,2,3,1,1,2,2,21100.0,2
57,62700.0,0,0,0,1,0,2,0,3,13600.0,0
48,110800.0,1,2,2,0,0,2,0,1,1200.0,1
59,61900.0,2,0,2,2,0,1,3,2,13300.0,0
68,96300.0,2,2,0,0,1,0,0,2,14500.0,2
68,80000.0,1,0,0,2,2,0,3,0,10700.0,0
38,109900.0,1,2,1,0,2,0,0,2,16300.0,0
33,95000.0,2,1,2,1,1,0,0,2,24700.0,2
24,88700.0,1,0,1,0,2,2,3,3,22500.0,0
33,97400.0,2,1,1,3,0,0,2,2,22500.0,2
25,40900.0,0,0,0,1,0,0,3,3,8200.0,4
60,108900.0,0,0,1,1,2,2,3,2,15600.0,1
54,31900.0,2,0,0,2,0,1,0,3,3200.0,0
23,88700.0,2,1,0,2,2,1,3,3,17700.0,2
58,57600.0,2,0,2,0,0,2,2,4,-0.0,0
36,12800.0,2,2,2,3,1,0,2,2,1900.0,2
39,79500.0,1,1,0,2,1,1,3,2,11600.0,0
25,52000.0,1,0,0,0,0,1,0,2,11900.0,0
51,126700.0,2,1,1,0,0,2,0,4,2300.0,2
54,44500.0,2,1,2,1,0,2,3,1,1900.0,2
25,108400.0,1,1,1,0,0,0,0,4,2000.0,0
26,39800.0,1,0,2,0,1,0,0,2,7300.0,0
39,80300.0,0,2,0,3,2,0,0,2,12800.0,2
36,94600.0,1,0,0,3,1,2,2,2,25000.0,0
26,79400.0,0,1,1,2,1,0,0,2,15500.0,4
63,67600.0,0,2,1,1,1,0,0,1,2200.0,4
21,75800.0,0,2,2,2,0,0,3,2,11200.0,3
25,41900.0,0,0,1,1,1,0,3,2,11800.0,1
27,78600.0,1,2,0,1,1,1,3,4,2700.0,2
34,87100.0,1,2,2,3,1,1,0,1,1100.0,3
25,73100.0,0,0,1,3,0,2,0,3,21600.0,4
25,51300.0,1,2,1,1,1,2,3,2,15400.0,2
61,55200.0,0,1,2,1,2,2,3,0,12100.0,3
48,113300.0,2,1,2,3,0,0,3,4,2300.0,2
44,52800.0,2,1,0,3,0,0,3,2,5400.0,2
64,134400.0,1,1,2,3,2,0,0,2,18800.0,2
20,110200.0,1,2,1,2,1,0,3,3,17900.0,4
36,121600.0,0,2,2,2,0,2,0,3,27100.0,2
45,52900.0,0,0,0,3,1,2,0,4,2200.0,4
41,26700.0,2,0,2,2,2,2,0,2,4600.0,0
62,92000.0,0,2,1,0,1,1,0,2,12400.0,4
54,129600.0,1,2,1,3,1,1,3,2,19900.0,4
58,60000.0,1,1,0,1,0,1,0,1,3600.0,2
41,76700.0,2,2,1,1,0,2,1,0,18800.0,2
40,38200.0,2,1,0,2,2,0,0,1,2300.0,2
62,54700.0,0,1,1,2,2,2,0,4,1200.0,4
25,72900.0,2,1,2,0,0,1,3,4,1300.0,2
68,87700.0,0,1,0,0,0,2,2,2,14100.0,0
62,83200.0,0,1,2,2,2,2,3,4,1200.0,2
64,50900.0,2,1,1,2,1,0,0,3,8700.0,2
27,60600.0,2,0,0,1,2,0,0,2,12600.0,0
26,74300.0,0,1,2,0,0,2,1,0,8800.0,3
52,44600.0,2,2,1,1,1,1,2,2,12800.0,2
46,68500.0,2,0,0,3,2,1,3,2,19000.0,0
24,95900.0,2,1,2,2,0,1,0,2,19300.0,2
25,109400.0,1,1,2,1,1,0,3,2,24700.0,3
37,81100.0,1,0,0,3,0,1,3,2,21000.0,0
20,44400.0,0,1,2,3,2,1,0,3,10400.0,1
53,91700.0,1,2,2,1,2,0,0,3,10900.0,1
32,32600.0,0,2,0,0,2,0,0,0,5500.0,4
32,56400.0,2,1,2,3,0,1,0,0,11600.0,2
29,75400.0,1,2,2,2,0,1,3,0,15500.0,4
63,27100.0,1,1,2,3,0,1,0,0,3400.0,3
33,102500.0,1,0,2,0,2,0,0,1,2600.0,0
33,157400.0,2,1,0,3,2,1,3,4,3400.0,2
32,112300.0,2,1,2,1,2,1,3,4,1300.0,2
65,46800.0,2,2,1,1,0,2,0,2,12900.0,2
51,95300.0,1,2,0,2,0,1,2,1,3900.0,2
66,73500.0,2,2,2,0,1,1,3,2,14000.0,2
61,98100.0,0,2,1,3,0,1,3,3,23300.0,4
55,32400.0,1,2,0,0,2,1,0,2,8200.0,3
38,108600.0,2,1,2,1,0,1,0,4,0.0,2
69,65200.0,1,1,2,3,1,1,0,2,14200.0,4
42,55500.0,0,2,2,3,1,2,2,0,15000.0,3
43,95500.0,2,0,2,2,1,1,0,3,17100.0,0
54,117000.0,2,0,0,1,0,2,0,3,34700.0,0
50,77500.0,2,1,2,0,1,0,0,0,19600.0,2
38,17900.0,1,0,2,2,0,2,0,2,3300.0,0
55,69200.0,2,1,0,3,0,1,2,2,12000.0,2
50,80000.0,2,1,0,1,1,1,2,2,14200.0,2
31,158400.0,0,2,2,1,0,1,3,3,35400.0,3
48,81900.0,1,2,0,2,0,1,0,2,22300.0,3
54,49300.0,0,2,0,1,1,1,0,3,5400.0,1
44,47000.0,2,0,0,2,0,1,3,2,6000.0,0
33,27700.0,2,1,0,1,1,2,2,4,1400.0,2
22,49500.0,2,0,1,3,1,0,0,4,1400.0,0
20,87200.0,2,2,2,1,1,0,1,2,8900.0,2
40,114000.0,2,0,1,3,0,1,2,2,25800.0,0
27,50500.0,0,2,0,2,0,1,0,2,14900.0,1
56,46900.0,2,2,2,0,0,0,1,2,6300.0,2
23,58400.0,1,0,0,1,0,2,0,3,7400.0,0
63,112600.0,1,2,2,0,2,1,0,2,22900.0,1
67,98900.0,2,1,0,0,1,1,1,2,17700.0,2
67,39300.0,0,2,0,1,1,2,0,1,1500.0,2
40,76400.0,2,0,0,0,1,2,0,2,9900.0,0
39,68400.0,2,2,0,2,2,0,0,3,12000.0,2
68,26700.0,1,0,0,2,0,0,0,1,700.0,0
20,14000.0,2,1,2,3,0,1,2,2,3100.0,2
26,65900.0,1,1,0,2,2,2,0,2,17400.0,2
61,73400.0,2,1,1,2,0,0,0,2,18600.0,2
40,55900.0,1,0,0,2,1,1,3,2,6600.0,0
61,23300.0,2,1,0,2,1,2,0,0,6300.0,2
37,60500.0,2,2,0,3,1,1,3,3,7000.0,2
44,51500.0,2,2,1,3,0,2,1,2,10600.0,2
42,53300.0,2,2,0,3,0,2,3,2,12800.0,2
42,53300.0,2,0,2,0,0,1,0,0,14300.0,0
67,67100.0,2,0,1,2,0,2,0,2,12200.0,0
22,80000.0,2,0,2,1,0,2,0,2,9200.0,0
47,66800.0,0,2,2,1,1,0,0,1,1900.0,4
51,72200.0,2,2,2,0,0,2,0,2,19900.0,2
62,45800.0,2,2,0,1,0,0,0,3,13100.0,2
49,76400.0,2,2,2,0,1,2,2,4,2700.0,2
50,114000.0,2,2,2,3,2,1,0,3,28500.0,2
52,53000.0,2,1,2,3,2,1,0,2,9500.0,2
28,50300.0,2,2,2,3,1,0,2,2,15100.0,2
48,123100.0,2,2,2,0,2,1,2,2,15300.0,2
37,72700.0,1,2,0,2,0,0,2,2,12800.0,1
33,81000.0,0,2,1,0,1,0,1,2,11500.0,4
62,30600.0,0,2,2,0,1,2,3,4,2100.0,1
61,72000.0,0,1,0,2,1,0,0,3,10800.0,0
65,60300.0,2,2,0,0,2,0,0,2,12100.0,2
42,72300.0,1,0,0,1,0,2,0,3,7300.0,0
67,26600.0,2,0,0,0,2,0,0,2,5000.0,0
48,91900.0,0,1,1,3,0,2,3,2,11200.0,1
32,10000.0,0,0,2,2,1,0,0,2,1400.0,1
59,19400.0,2,1,2,3,0,2,0,2,5100.0,2
67,93100.0,2,0,0,3,1,1,3,2,21200.0,0
21,51000.0,2,1,2,0,0,0,0,2,12600.0,2
35,59800.0,2,2,0,1,2,2,2,0,15700.0,2
45,50600.0,2,0,2,0,2,2,0,2,9400.0,0
24,88600.0,2,0,2,3,0,1,1,2,25000.0,0
42,108600.0,2,0,0,0,0,2,0,4,1500.0,0
43,74100.0,2,1,0,2,0,2,3,0,12600.0,2
47,65900.0,1,1,2,2,2,1,3,2,9300.0,3
63,80900.0,2,0,2,0,2,0,3,4,1600.0,0
62,100600.0,0,0,0,2,0,1,3,2,13200.0,1
46,85500.0,2,1,1,2,1,1,0,2,19000.0,2
57,76400.0,0,0,0,3,2,0,0,2,12000.0,1
68,92000.0,1,2,2,3,1,1,0,2,14800.0,0
27,45200.0,2,1,0,2,1,0,0,3,11800.0,2
20,44200.0,2,1,0,1,1,1,2,2,7200.0,2
25,94800.0,1,2,0,1,2,0,3,1,1200.0,1
40,62500.0,2,1,1,2,0,1,3,2,16800.0,2
33,91700.0,2,2,2,2,2,1,1,0,21700.0,2
60,55500.0,1,0,2,2,2,1,3,2,7200.0,0
35,36300.0,1,2,2,1,2,0,0,3,8300.0,3
26,50700.0,2,2,0,2,1,0,0,2,6100.0,2
43,41300.0,1,0,0,3,2,0,2,2,6200.0,0
47,87900.0,0,1,1,0,2,1,2,2,24400.0,1
62,27700.0,2,2,1,2,2,0,1,2,6100.0,2
32,72800.0,2,1,2,0,2,2,3,3,11000.0,2
60,33000.0,2,2,0,3,0,2,2,4,2400.0,2
47,10000.0,2,0,0,2,1,1,0,2,1500.0,0
66,57700.0,2,0,2,0,1,1,0,1,3000.0,0
36,88300.0,0,0,2,2,1,1,0,1,1000.0,0
69,127400.0,2,1,1,1,0,0,3,3,37800.0,2
40,88100.0,1,2,0,2,0,0,0,2,24800.0,3
23,79700.0,0,0,2,0,1,2,3,0,22900.0,4
54,53600.0,2,0,2,2,2,2,0,2,15500.0,0
60,84900.0,2,1,2,0,1,1,0,3,18500.0,2
56,72700.0,2,0,2,2,0,1,3,3,20900.0,0
34,76000.0,0,2,2,1,0,1,3,2,17600.0,2
22,111700.0,0,1,0,3,2,0,3,2,27000.0,2
27,105400.0,1,2,1,3,2,2,0,2,22400.0,1
60,27600.0,1,0,0,0,2,1,0,2,5100.0,0
48,97200.0,1,0,0,0,2,0,3,2,19400.0,0
30,91600.0,2,1,2,3,1,1,0,2,17000.0,2
47,48500.0,2,2,2,0,1,2,2,1,3600.0,2
27,40700.0,1,0,0,2,0,0,1,2,8300.0,0
35,62700.0,1,1,0,3,1,1,0,2,14500.0,2
40,10000.0,2,1,0,1,2,2,0,3,2900.0,2
42,71800.0,2,0,2,3,2,1,0,0,16300.0,0
48,104900.0,0,1,1,1,2,1,0,4,1500.0,4
45,77500.0,2,2,0,2,1,1,0,1,1700.0,2
51,90500.0,2,2,0,3,2,2,3,2,24400.0,2
42,50300.0,2,1,2,3,2,2,0,3,14000.0,2
64,121600.0,2,1,1,1,2,1,3,1,300.0,2
38,69000.0,2,2,0,2,0,2,0,2,8400.0,2
52,51600.0,2,0,1,3,0,0,2,2,14900.0,0
48,65300.0,1,0,2,0,1,2,2,1,2700.0,0
42,82500.0,1,0,0,1,1,1,0,2,20800.0,0
66,60200.0,1,0,2,1,1,2,0,2,8300.0,0
61,43300.0,2,0,0,3,1,1,2,2,8300.0,0
67,112100.0,1,1,2,1,1,1,3,2,12900.0,3
57,57100.0,2,1,2,0,2,1,3,2,16600.0,2
58,99900.0,2,1,0,2,2,2,0,2,18400.0,2
41,104300.0,2,2,0,2,1,2,0,2,29200.0,2
24,45000.0,2,2,1,0,2,0,0,3,7900.0,2
65,175300.0,0,0,0,2,1,1,3,2,40700.0,1
39,119100.0,2,2,0,0,0,1,0,2,26600.0,2
54,77600.0,2,0,2,1,0,1,0,2,21900.0,0
46,87500.0,1,1,0,2,0,2,0,0,15600.0,0
40,95000.0,2,0,1,3,2,1,0,3,16500.0,0
42,152400.0,1,0,0,1,0,0,0,2,17200.0,0
27,35800.0,0,0,0,0,1,0,0,2,8500.0,1
30,73400.0,0,0,0,0,2,1,3,3,14300.0,2
29,63900.0,2,2,1,3,1,0,0,2,12500.0,2
51,79500.0,1,0,2,2,1,2,3,2,9900.0,0
29,42600.0,2,0,2,0,2,0,0,2,8000.0,0
56,101000.0,2,1,1,0,0,1,3,2,10400.0,2
45,37200.0,0,0,0,2,1,2,3,2,9700.0,2
25,99400.0,1,2,2,3,2,2,3,4,2500.0,1
20,60600.0,2,0,1,3,1,1,3,0,17100.0,0
39,34800.0,2,1,2,2,2,0,2,4,2900.0,2
36,68400.0,1,2,0,2,0,0,0,3,14300.0,2
41,46000.0,1,2,2,2,0,2,2,4,2300.0,4
58,24100.0,1,2,1,3,1,2,0,2,6700.0,4
45,88000.0,2,0,2,2,0,2,3,3,23900.0,0
64,76300.0,2,1,0,0,2,0,0,3,9700.0,2
32,57700.0,1,2,1,3,0,2,1,3,12600.0,3
23,136300.0,0,2,2,1,1,1,2,3,33000.0,4
46,112600.0,0,1,0,1,2,1,0,3,31600.0,3
53,79100.0,2,0,2,2,1,0,0,1,1500.0,0
28,12800.0,2,2,1,0,0,1,3,2,1900.0,2
43,108500.0,2,0,0,3,2,1,0,2,21500.0,0
51,43000.0,1,0,1,1,2,2,3,2,11200.0,0
42,62400.0,1,0,0,0,2,1,0,1,1400.0,0
47,26100.0,2,2,0,2,1,1,2,2,5900.0,2
54,68400.0,2,0,0,2,2,0,0,4,900.0,0
32,56400.0,2,0,2,1,2,2,2,3,6800.0,0
31,65300.0,2,1,2,1,0,0,3,2,10200.0,2
63,46400.0,2,2,0,1,1,0,0,1,3500.0,2
38,74600.0,0,1,2,1,2,1,0,1,1600.0,2
43,53900.0,0,0,2,3,2,2,2,2,13800.0,2
64,77700.0,0,2,0,0,1,1,0,2,11300.0,2
61,105900.0,2,1,0,1,0,0,1,2,21100.0,2
50,55300.0,2,2,0,3,0,0,0,2,13500.0,2
47,41300.0,2,2,1,1,0,2,2,0,8300.0,2
22,41600.0,1,1,2,1,0,0,0,2,11700.0,3
47,40200.0,0,2,2,2,2,1,0,3,7500.0,2
27,115600.0,2,2,2,3,1,0,0,2,31000.0,2
34,76800.0,1,1,0,1,0,1,2,2,21900.0,3
47,76800.0,2,1,2,0,0,1,3,2,17000.0,2
37,111800.0,2,2,0,0,2,1,3,2,22000.0,2
32,123200.0,0,1,0,2,2,1,3,2,13900.0,3
34,55500.0,1,0,0,3,1,0,0,2,10300.0,0
47,48100.0,0,2,1,2,1,1,0,0,12200.0,4
57,80700.0,2,2,0,3,1,0,0,2,14000.0,2
20,107400.0,1,0,0,0,0,1,1,0,29700.0,0
40,77400.0,2,2,1,1,1,2,0,2,10500.0,2
47,29600.0,1,0,1,0,2,1,0,4,2100.0,0
61,69700.0,1,1,1,1,2,1,0,3,11800.0,4
23,86700.0,2,2,2,2,0,1,0,3,13900.0,2
57,48700.0,1,0,2,3,0,2,0,2,5300.0,0
30,77700.0,0,1,0,2,0,1,0,3,20400.0,4
39,100900.0,2,0,2,3,2,0,0,2,19300.0,0
41,42600.0,1,1,2,0,1,2,0,4,2000.0,2
64,103600.0,2,2,2,0,2,0,3,2,11300.0,2
30,66100.0,2,2,2,0,0,2,0,1,1700.0,2
69,110600.0,0,1,2,1,0,1,0,4,3100.0,1
67,52200.0,1,1,1,0,1,1,0,0,10300.0,1
46,86100.0,1,0,2,3,0,2,3,2,13600.0,0
24,47200.0,2,2,1,1,1,0,3,2,9700.0,2
67,70800.0,1,0,1,0,2,0,2,4,1900.0,0
42,61000.0,2,0,2,2,1,1,3,2,10300.0,0
45,27200.0,0,2,0,2,0,0,3,2,6600.0,0
46,92800.0,1,0,0,3,2,1,0,2,27200.0,0
36,113000.0,0,2,2,1,0,2,0,0,16200.0,4
51,120100.0,2,2,1,3,0,2,2,2,29600.0,2
32,118400.0,1,2,0,1,1,2,0,4,2600.0,4
37,87300.0,0,2,1,0,1,1,3,2,9200.0,1
36,125200.0,2,1,1,0,0,0,0,4,1700.0,2
21,72700.0,0,1,2,0,1,0,3,2,18200.0,3
31,64900.0,2,0,2,1,0,1,3,3,14000.0,0
39,139800.0,2,1,1,3,1,1,3,3,21000.0,2
56,95200.0,1,0,2,2,0,2,0,2,28300.0,0
57,69600.0,1,2,2,3,0,0,0,3,12300.0,1
65,104200.0,0,1,2,1,0,0,1,4,1900.0,1
63,77700.0,1,1,0,0,0,1,0,3,14300.0,0
44,63700.0,0,0,0,2,0,1,0,2,10200.0,1
54,86000.0,2,2,1,2,0,1,0,2,15000.0,2
43,27500.0,1,1,2,1,1,1,3,1,3100.0,0
67,27800.0,2,2,2,3,2,2,0,1,1200.0,2
67,72900.0,1,1,2,2,2,2,0,1,1500.0,4
50,30300.0,2,2,1,2,2,1,2,2,6200.0,2
64,47900.0,0,1,0,1,2,1,3,2,13900.0,2
43,66100.0,2,2,0,2,2,2,0,0,14700.0,2
37,83100.0,2,1,0,0,0,1,3,4,1300.0,2
38,110600.0,2,2,0,0,2,0,2,1,4100.0,2
62,96400.0,2,0,0,2,1,1,1,2,24500.0,0
43,128400.0,1,1,1,2,1,1,0,2,18100.0,2
69,90700.0,1,1,2,3,0,2,2,2,26200.0,3
56,66700.0,2,2,2,0,2,1,3,3,9400.0,2
60,98500.0,0,2,0,2,0,1,0,3,16300.0,4
63,39300.0,2,2,2,0,2,0,0,0,7100.0,2
34,48800.0,0,0,2,2,0,1,0,4,1700.0,1
29,118700.0,2,2,1,2,0,2,2,1,1100.0,2
35,19100.0,1,1,2,2,2,0,0,2,3700.0,1
47,89200.0,0,1,2,2,0,2,2,4,2000.0,3
28,76100.0,2,1,1,3,2,2,3,2,10900.0,2
54,118600.0,2,0,1,3,0,2,2,2,27000.0,0
20,10000.0,0,1,0,0,0,1,2,3,2700.0,0
52,45200.0,2,1,2,3,1,0,0,4,2000.0,2
34,84600.0,2,2,2,3,2,1,0,0,23600.0,2
38,73900.0,1,1,0,1,0,1,0,1,3100.0,1
23,42500.0,2,0,2,0,2,1,0,2,4300.0,0
30,21700.0,0,2,0,1,0,2,0,3,2300.0,1
