age,income,risk_appetite,financial_goal,investment_knowledge,dependents,location_type,existing_investments,education_level,job_type,monthly_debt,recommended_strategy
69,69200.0,Medium,Short-term profit,Beginner,2,Urban,Diverse,Bachelor's,Student,1600.0,Mixed
28,31300.0,High,Wealth-building,Beginner,3,Urban,Diverse,Bachelor's,Student,2000.0,Bonds
38,80500.0,Medium,Retirement,Intermediate,3,Rural,None,Bachelor's,Salaried,21700.0,Bonds
29,23900.0,Medium,Wealth-building,Beginner,0,Urban,Diverse,Doctorate,Salaried,3000.0,Mixed
56,55800.0,High,Retirement,Intermediate,1,Semi-urban,None,Bachelor's,Freelancer,10500.0,Stocks
58,10000.0,Medium,Retirement,Beginner,3,Rural,Some,Bachelor's,Self-employed,2300.0,Bonds
41,118200.0,Medium,Short-term profit,Intermediate,2,Urban,None,Bachelor's,Salaried,23600.0,Mixed
55,110100.0,Low,Wealth-building,Expert,3,Urban,Diverse,Master's,Salaried,13100.0,Crypto
29,110600.0,Medium,Wealth-building,Beginner,0,Urban,Some,High School,Freelancer,15000.0,Mixed
39,82100.0,Medium,Short-term profit,Intermediate,0,Urban,None,Master's,Self-employed,21800.0,Mixed
36,35500.0,Low,Retirement,Intermediate,0,Semi-urban,None,High School,Self-employed,9000.0,Bonds
61,58100.0,Low,Short-term profit,Beginner,0,Urban,Some,Bachelor's,Salaried,10700.0,Bonds
42,112700.0,Low,Retirement,Beginner,3,Urban,Diverse,High School,Student,1800.0,Bonds
62,86100.0,Medium,Wealth-building,Beginner,2,Semi-urban,Diverse,Master's,Salaried,15000.0,Mixed
66,62700.0,Medium,Wealth-building,Expert,1,Rural,Diverse,Bachelor's,Retired,2200.0,Mixed
66,65000.0,Low,Wealth-building,Beginner,2,Semi-urban,Diverse,Bachelor's,Freelancer,15900.0,Property
53,59400.0,Medium,Wealth-building,Intermediate,0,Rural,None,High School,Self-employed,14100.0,Mixed
65,106500.0,Low,Short-term profit,Intermediate,1,Semi-urban,Diverse,Bachelor's,Salaried,24100.0,Bonds
38,26400.0,Low,Wealth-building,Beginner,1,Semi-urban,Diverse,Bachelor's,Freelancer,2600.0,Property
51,39700.0,High,Retirement,Beginner,2,Semi-urban,None,Bachelor's,Salaried,6100.0,Property
20,44300.0,High,Retirement,Intermediate,2,Urban,Some,Bachelor's,Self-employed,11500.0,Stocks
26,70000.0,High,Short-term profit,Intermediate,3,Urban,None,High School,Salaried,18400.0,Crypto
51,102400.0,Medium,Short-term profit,Intermediate,1,Semi-urban,None,Bachelor's,Self-employed,20400.0,Mixed
24,109100.0,Low,Short-term profit,Beginner,2,Urban,Some,Master's,Salaried,31700.0,Crypto
62,70100.0,Low,Short-term profit,Intermediate,2,Urban,Some,High School,Salaried,9300.0,Stocks
54,88800.0,Medium,Retirement,Intermediate,2,Semi-urban,Some,Master's,Self-employed,22100.0,Bonds
58,62600.0,Medium,Short-term profit,Intermediate,3,Rural,Some,Bachelor's,Salaried,17200.0,Mixed
53,28600.0,Medium,Short-term profit,Beginner,3,Rural,Diverse,Bachelor's,Salaried,7700.0,Mixed
50,27800.0,Medium,Retirement,Intermediate,0,Urban,Diverse,High School,Self-employed,4500.0,Bonds
34,51800.0,Medium,Wealth-building,Beginner,0,Rural,None,Bachelor's,Salaried,12800.0,Mixed
60,44900.0,Low,Wealth-building,Intermediate,0,Rural,Some,Bachelor's,Self-employed,11000.0,Stocks
24,71800.0,Medium,Short-term profit,Intermediate,1,Semi-urban,None,Bachelor's,Self-employed,13600.0,Mixed
69,60100.0,Low,Short-term profit,Beginner,0,Rural,None,Master's,Salaried,17600.0,Crypto
64,37000.0,Medium,Short-term profit,Intermediate,2,Rural,None,Bachelor's,Salaried,10600.0,Mixed
40,136100.0,Medium,Retirement,Intermediate,2,Rural,Some,Bachelor's,Student,1200.0,Bonds
32,49000.0,Medium,Short-term profit,Expert,1,Rural,Some,Master's,Salaried,7000.0,Mixed
67,101800.0,Low,Wealth-building,Beginner,2,Rural,Diverse,High School,Salaried,10700.0,Crypto
40,45100.0,Medium,Wealth-building,Beginner,1,Rural,Some,Bachelor's,Student,2400.0,Mixed
47,26500.0,Medium,Short-term profit,Beginner,3,Rural,Some,Bachelor's,Salaried,6600.0,Mixed
21,107400.0,High,Short-term profit,Intermediate,3,Rural,None,Master's,Salaried,11300.0,Crypto
25,68100.0,Medium,Short-term profit,Expert,3,Semi-urban,Some,Master's,Self-employed,15600.0,Mixed
46,85100.0,Medium,Retirement,Expert,2,Rural,Some,Master's,Salaried,16200.0,Bonds
25,25300.0,Medium,Retirement,Beginner,0,Semi-urban,None,High School,Salaried,4200.0,Bonds
67,59500.0,Medium,Retirement,Intermediate,2,Semi-urban,Diverse,High School,Self-employed,14000.0,Bonds
68,29100.0,Medium,Retirement,Beginner,3,Rural,None,Master's,Retired,2700.0,Bonds
69,71800.0,Medium,Wealth-building,Intermediate,2,Rural,Some,Bachelor's,Self-employed,8200.0,Mixed
65,52200.0,Low,Wealth-building,Beginner,3,Semi-urban,Diverse,Master's,Salaried,6000.0,Mixed
69,68600.0,Medium,Retirement,Intermediate,0,Rural,Some,Bachelor's,Salaried,15800.0,Bonds
69,102300.0,Low,Short-term profit,Beginner,3,Rural,Some,High School,Salaried,24500.0,Bonds
42,84500.0,Medium,Retirement,Beginner,2,Urban,Some,Bachelor's,Salaried,14300.0,Bonds
66,107100.0,High,Short-term profit,Beginner,1,Semi-urban,Diverse,Bachelor's,Salaried,14100.0,Mixed
43,84600.0,High,Wealth-building,Intermediate,2,Rural,None,Bachelor's,Salaried,9700.0,Mixed
60,78300.0,High,Retirement,Expert,0,Semi-urban,Diverse,Bachelor's,Salaried,18500.0,Crypto
23,47800.0,High,Short-term profit,Beginner,3,Rural,Some,High School,Salaried,6800.0,Mixed
53,56200.0,Medium,Short-term profit,Intermediate,2,Semi-urban,Diverse,Bachelor's,Freelancer,10500.0,Mixed
34,67900.0,Low,Short-term profit,Beginner,2,Semi-urban,None,High School,Retired,3600.0,Mixed
45,36800.0,Medium,Short-term profit,Intermediate,2,Rural,None,Bachelor's,Salaried,9000.0,Mixed
61,103200.0,Low,Wealth-building,Beginner,2,Semi-urban,Diverse,High School,Retired,1200.0,Stocks
29,10000.0,Low,Short-term profit,Beginner,3,Semi-urban,Diverse,Bachelor's,Self-employed,2200.0,Property
51,75000.0,Low,Retirement,Expert,0,Rural,Diverse,Master's,Salaried,20200.0,Bonds
63,42600.0,Medium,Wealth-building,Intermediate,1,Urban,Some,Master's,Salaried,8100.0,Mixed
47,36000.0,Low,Short-term profit,Expert,0,Semi-urban,None,Master's,Salaried,6500.0,Property
42,116800.0,Medium,Short-term profit,Intermediate,3,Rural,Diverse,Master's,Salaried,22700.0,Mixed
37,56400.0,Medium,Short-term profit,Beginner,1,Rural,Some,Bachelor's,Self-employed,12100.0,Mixed
44,60000.0,Low,Short-term profit,Beginner,0,Semi-urban,None,High School,Salaried,8900.0,Crypto
64,99900.0,Low,Retirement,Beginner,0,Semi-urban,Diverse,High School,Salaried,23900.0,Bonds
22,43600.0,High,Short-term profit,Intermediate,1,Semi-urban,Diverse,High School,Salaried,9600.0,Crypto
37,127300.0,Medium,Wealth-building,Intermediate,0,Rural,Diverse,Bachelor's,Retired,1500.0,Mixed
31,84400.0,Low,Short-term profit,Beginner,2,Rural,Diverse,Bachelor's,Salaried,9600.0,Mixed
26,145700.0,Medium,Short-term profit,Intermediate,2,Semi-urban,Some,High School,Salaried,20700.0,Mixed
51,66900.0,Medium,Wealth-building,Beginner,0,Urban,None,High School,Retired,3100.0,Mixed
52,55600.0,Low,Short-term profit,Expert,2,Semi-urban,Some,Bachelor's,Salaried,14700.0,Bonds
69,80900.0,High,Short-term profit,Beginner,0,Urban,Some,Master's,Salaried,21200.0,Crypto
40,53100.0,Medium,Short-term profit,Expert,0,Rural,None,Master's,Self-employed,7000.0,Mixed
44,97600.0,Low,Retirement,Intermediate,2,Urban,None,High School,Student,2600.0,Bonds
39,38700.0,Low,Retirement,Expert,1,Urban,Some,Bachelor's,Self-employed,6600.0,Bonds
25,65100.0,Low,Short-term profit,Beginner,2,Semi-urban,None,Master's,Retired,900.0,Crypto
57,82100.0,Medium,Retirement,Intermediate,2,Rural,Some,Master's,Self-employed,18500.0,Bonds
61,72800.0,Medium,Retirement,Intermediate,3,Semi-urban,Some,Master's,Self-employed,13800.0,Bonds
46,84500.0,Low,Wealth-building,Expert,0,Urban,Diverse,Bachelor's,Self-employed,18500.0,Mixed
53,82100.0,Medium,Wealth-building,Expert,3,Rural,None,Bachelor's,Salaried,8900.0,Mixed
56,98500.0,High,Short-term profit,Expert,0,Semi-urban,Some,Bachelor's,Salaried,20600.0,Stocks
61,70900.0,High,Wealth-building,Beginner,3,Rural,Some,Master's,Self-employed,9300.0,Bonds
53,81100.0,High,Wealth-building,Intermediate,1,Rural,Diverse,Bachelor's,Salaried,19900.0,Mixed
52,76700.0,Medium,Short-term profit,Expert,1,Urban,Diverse,High School,Salaried,17300.0,Mixed
55,54100.0,Low,Wealth-building,Intermediate,3,Semi-urban,Some,Bachelor's,Salaried,9500.0,Bonds
28,39000.0,High,Short-term profit,Intermediate,3,Semi-urban,None,High School,Student,2600.0,Crypto
31,18000.0,Medium,Short-term profit,Intermediate,2,Rural,Diverse,Master's,Salaried,3200.0,Mixed
27,51400.0,Low,Wealth-building,Expert,3,Urban,Diverse,Bachelor's,Salaried,12100.0,Crypto
42,86400.0,Low,Wealth-building,Intermediate,3,Urban,Some,Bachelor's,Retired,2800.0,Bonds
34,77500.0,High,Retirement,Beginner,1,Urban,Some,Bachelor's,Student,1400.0,Crypto
38,72300.0,Medium,Retirement,Intermediate,0,Rural,None,Master's,Self-employed,15200.0,Bonds
23,78400.0,Low,Short-term profit,Intermediate,1,Rural,None,High School,Freelancer,10200.0,Crypto
53,76100.0,High,Retirement,Beginner,3,Rural,Diverse,Doctorate,Student,1900.0,Stocks
48,122400.0,Low,Short-term profit,Beginner,3,Rural,Diverse,Bachelor's,Self-employed,20900.0,Property
54,75000.0,Medium,Short-term profit,Beginner,2,Semi-urban,Some,Bachelor's,Salaried,11600.0,Mixed
53,42900.0,Low,Short-term profit,Expert,0,Urban,Some,Bachelor's,Salaried,6800.0,Mixed
21,82400.0,Medium,Wealth-building,Beginner,2,Rural,None,Bachelor's,Student,500.0,Mixed
43,58500.0,Medium,Retirement,Expert,0,Semi-urban,Some,Bachelor's,Salaried,12800.0,Bonds
31,98600.0,Medium,Short-term profit,Intermediate,0,Urban,None,Doctorate,Self-employed,19400.0,Mixed
34,104000.0,Low,Wealth-building,Intermediate,0,Urban,None,High School,Retired,2100.0,Stocks
54,57200.0,High,Short-term profit,Intermediate,0,Rural,None,Master's,Salaried,13600.0,Property
20,43500.0,Low,Retirement,Intermediate,0,Semi-urban,None,Master's,Freelancer,9300.0,Bonds
30,68800.0,High,Retirement,Expert,1,Urban,None,Bachelor's,Salaried,16300.0,Stocks
60,49400.0,Medium,Retirement,Intermediate,3,Urban,Some,Bachelor's,Salaried,5100.0,Bonds
41,21900.0,Low,Retirement,Expert,1,Semi-urban,Diverse,Master's,Salaried,3100.0,Bonds
29,128600.0,High,Short-term profit,Beginner,3,Semi-urban,Some,Master's,Salaried,16000.0,Mixed
49,26400.0,Low,Retirement,Intermediate,0,Rural,Diverse,Master's,Self-employed,3400.0,Bonds
54,126400.0,Medium,Short-term profit,Intermediate,3,Urban,Some,High School,Salaried,16500.0,Mixed
25,117200.0,Medium,Short-term profit,Intermediate,2,Rural,Some,Master's,Salaried,20400.0,Mixed
63,70200.0,High,Wealth-building,Beginner,1,Semi-urban,None,Bachelor's,Self-employed,17700.0,Stocks
48,58100.0,Medium,Wealth-building,Intermediate,2,Rural,None,Master's,Self-employed,10800.0,Mixed
25,53000.0,Low,Short-term profit,Beginner,3,Urban,Diverse,Bachelor's,Salaried,6900.0,Stocks
60,48900.0,Low,Wealth-building,Beginner,2,Semi-urban,Diverse,Master's,Retired,1000.0,Property
33,69100.0,Medium,Retirement,Intermediate,1,Urban,Some,Doctorate,Retired,1700.0,Bonds
69,76800.0,Medium,Retirement,Intermediate,2,Urban,Some,Bachelor's,Salaried,8900.0,Bonds
36,57100.0,Medium,Wealth-building,Beginner,1,Urban,None,Bachelor's,Retired,2200.0,Mixed
53,81700.0,Low,Short-term profit,Beginner,0,Rural,Some,Master's,Student,0.0,Property
56,81500.0,Low,Wealth-building,Intermediate,0,Rural,Some,High School,Freelancer,15200.0,Property
20,65000.0,Medium,Retirement,Beginner,0,Urban,None,Master's,Salaried,18700.0,Bonds
44,118200.0,Medium,Short-term profit,Beginner,0,Rural,Diverse,High School,Salaried,23100.0,Mixed
42,88500.0,Medium,Retirement,Intermediate,1,Semi-urban,None,Master's,Retired,2600.0,Bonds
49,117500.0,Medium,Short-term profit,Beginner,2,Rural,Some,High School,Salaried,31000.0,Mixed
59,67000.0,Low,Short-term profit,Intermediate,1,Rural,None,Master's,Retired,3000.0,Stocks
65,70800.0,Medium,Retirement,Beginner,2,Urban,Some,Bachelor's,Self-employed,14100.0,Bonds
45,56700.0,Medium,Retirement,Beginner,3,Urban,None,Bachelor's,Salaried,10600.0,Bonds
35,98000.0,Medium,Wealth-building,Beginner,2,Semi-urban,None,High School,Salaried,26100.0,Mixed
32,16500.0,Medium,Short-term profit,Intermediate,0,Rural,Diverse,Bachelor's,Salaried,3100.0,Mixed
66,71400.0,Medium,Short-term profit,Expert,1,Urban,Diverse,High School,Salaried,8400.0,Mixed
57,102000.0,High,Short-term profit,Intermediate,1,Urban,None,Bachelor's,Salaried,23600.0,Property
22,43400.0,High,Retirement,Intermediate,3,Semi-urban,None,Bachelor's,Salaried,9000.0,Property
40,10000.0,Low,Wealth-building,Expert,2,Semi-urban,Some,Bachelor's,Salaried,2700.0,Mixed
41,76500.0,Medium,Retirement,Expert,1,Urban,Diverse,Bachelor's,Self-employed,22500.0,Bonds
55,117900.0,Medium,Short-term profit,Intermediate,1,Urban,Some,Master's,Salaried,19100.0,Mixed
26,37300.0,Medium,Retirement,Intermediate,3,Urban,Some,High School,Self-employed,8700.0,Bonds
42,59300.0,Medium,Short-term profit,Beginner,2,Semi-urban,Diverse,Doctorate,Salaried,7000.0,Mixed
21,35300.0,Low,Retirement,Expert,1,Rural,Some,Bachelor's,Salaried,7200.0,Bonds
60,50300.0,Medium,Retirement,Intermediate,1,Urban,Diverse,Master's,Retired,1700.0,Bonds
66,101100.0,Medium,Short-term profit,Intermediate,0,Semi-urban,Diverse,Master's,Self-employed,13800.0,Mixed
65,58900.0,Low,Short-term profit,Expert,0,Urban,Some,Bachelor's,Retired,3300.0,Property
30,43200.0,Low,Short-term profit,Intermediate,3,Rural,Some,High School,Salaried,11000.0,Property
46,46700.0,Medium,Wealth-building,Beginner,1,Rural,None,Bachelor's,Self-employed,8700.0,Mixed
48,28100.0,Medium,Retirement,Beginner,0,Semi-urban,Some,High School,Self-employed,4100.0,Bonds
49,33600.0,Low,Short-term profit,Intermediate,0,Rural,Some,Bachelor's,Student,1700.0,Stocks
46,59300.0,High,Wealth-building,Intermediate,1,Semi-urban,Diverse,Bachelor's,Salaried,6900.0,Bonds
41,22200.0,Medium,Short-term profit,Expert,3,Semi-urban,Some,Bachelor's,Salaried,4400.0,Mixed
20,55800.0,Low,Short-term profit,Beginner,2,Rural,Some,Bachelor's,Salaried,15900.0,Mixed
66,51300.0,Low,Retirement,Beginner,1,Semi-urban,Some,High School,Salaried,7200.0,Bonds
44,45100.0,Low,Retirement,Beginner,2,Semi-urban,Diverse,Bachelor's,Retired,2100.0,Bonds
38,42200.0,Medium,Retirement,Intermediate,3,Rural,Some,Bachelor's,Salaried,12600.0,Bonds
22,27200.0,Low,Wealth-building,Beginner,2,Rural,Some,High School,Self-employed,5300.0,Property
36,60700.0,Medium,Wealth-building,Expert,3,Rural,Diverse,Bachelor's,Salaried,16800.0,Mixed
43,81500.0,Low,Retirement,Intermediate,3,Urban,None,Doctorate,Salaried,23800.0,Bonds
49,46500.0,Medium,Wealth-building,Intermediate,3,Semi-urban,Some,High School,Salaried,7700.0,Mixed
34,93400.0,Medium,Wealth-building,Intermediate,3,Urban,Diverse,Bachelor's,Salaried,11800.0,Mixed
45,34800.0,Low,Retirement,Intermediate,2,Semi-urban,Diverse,Bachelor's,Self-employed,10400.0,Bonds
52,53500.0,Medium,Short-term profit,Intermediate,1,Urban,Some,Master's,Salaried,15300.0,Mixed
29,81000.0,High,Wealth-building,Expert,2,Semi-urban,Some,Bachelor's,Freelancer,11300.0,Crypto
58,111600.0,Medium,Short-term profit,Intermediate,0,Semi-urban,Diverse,Master's,Salaried,11300.0,Mixed
57,45000.0,Low,Retirement,Intermediate,3,Urban,None,Bachelor's,Salaried,7800.0,Bonds
56,103800.0,Low,Retirement,Beginner,3,Urban,Some,Bachelor's,Salaried,25800.0,Bonds
47,43700.0,Medium,Retirement,Intermediate,0,Urban,Diverse,Bachelor's,Salaried,6900.0,Bonds
36,92800.0,Low,Short-term profit,Beginner,1,Urban,None,Bachelor's,Retired,2800.0,Crypto
42,34600.0,Medium,Retirement,Intermediate,1,Urban,Some,Master's,Salaried,10400.0,Bonds
47,51600.0,Medium,Wealth-building,Intermediate,1,Rural,Some,Master's,Student,2700.0,Mixed
68,100800.0,High,Retirement,Beginner,3,Rural,Some,Bachelor's,Self-employed,22700.0,Mixed
45,108600.0,Low,Short-term profit,Expert,0,Urban,Some,High School,Salaried,16200.0,Bonds
41,94200.0,Low,Short-term profit,Beginner,1,Semi-urban,Diverse,Bachelor's,Self-employed,25100.0,Mixed
63,51300.0,High,Short-term profit,Expert,1,Urban,Some,Bachelor's,Self-employed,7500.0,Stocks
57,111300.0,Medium,Wealth-building,Beginner,3,Semi-urban,None,Bachelor's,Self-employed,19000.0,Mixed
28,81500.0,Medium,Short-term profit,Beginner,0,Semi-urban,None,High School,Retired,3600.0,Mixed
20,29600.0,High,Wealth-building,Intermediate,3,Semi-urban,None,Bachelor's,Salaried,6300.0,Bonds
34,106800.0,High,Wealth-building,Intermediate,2,Urban,None,Master's,Self-employed,15800.0,Stocks
40,71300.0,Medium,Short-term profit,Expert,3,Semi-urban,Diverse,Doctorate,Freelancer,13200.0,Mixed
20,122500.0,Medium,Wealth-building,Intermediate,3,Semi-urban,Some,Bachelor's,Student,1600.0,Mixed
61,47700.0,Low,Wealth-building,Beginner,1,Semi-urban,Some,Bachelor's,Salaried,5600.0,Crypto
30,70200.0,Low,Retirement,Intermediate,1,Semi-urban,Some,Bachelor's,Retired,4800.0,Bonds
38,88800.0,Low,Short-term profit,Expert,0,Semi-urban,None,Master's,Salaried,17100.0,Property
21,10000.0,Medium,Short-term profit,Beginner,3,Semi-urban,Some,Bachelor's,Salaried,1500.0,Mixed
43,72200.0,Low,Short-term profit,Intermediate,2,Rural,Some,High School,Retired,2400.0,Stocks
38,86300.0,Low,Short-term profit,Beginner,3,Urban,Diverse,Bachelor's,Salaried,15800.0,Property
29,66200.0,Low,Retirement,Beginner,2,Semi-urban,Diverse,Bachelor's,Self-employed,11900.0,Bonds
41,76200.0,High,Short-term profit,Intermediate,2,Semi-urban,Diverse,Master's,Student,1400.0,Mixed
44,52600.0,Low,Short-term profit,Intermediate,3,Semi-urban,Some,Bachelor's,Student,5400.0,Stocks
55,87400.0,Low,Short-term profit,Beginner,2,Rural,Some,Master's,Student,2700.0,Crypto
63,70800.0,Low,Retirement,Expert,0,Semi-urban,Some,High School,Freelancer,9500.0,Bonds
47,78700.0,Low,Short-term profit,Expert,3,Rural,Diverse,High School,Salaried,23000.0,Mixed
41,129600.0,Medium,Retirement,Beginner,3,Rural,Some,Bachelor's,Retired,4100.0,Bonds
42,10000.0,Low,Short-term profit,Intermediate,2,Urban,Some,Master's,Student,3200.0,Property
64,111800.0,Low,Retirement,Beginner,2,Urban,Diverse,Master's,Salaried,15400.0,Bonds
64,129800.0,Low,Retirement,Expert,0,Semi-urban,None,Bachelor's,Self-employed,19700.0,Bonds
62,129900.0,Medium,Retirement,Expert,3,Semi-urban,Some,Bachelor's,Student,2700.0,Bonds
48,108300.0,Medium,Retirement,Beginner,2,Urban,Some,Bachelor's,Self-employed,19600.0,Bonds
41,50700.0,Medium,Retirement,Intermediate,3,Semi-urban,Some,Bachelor's,Self-employed,10000.0,Bonds
59,35000.0,Medium,Wealth-building,Beginner,3,Urban,Diverse,High School,Salaried,7000.0,Mixed
51,35800.0,High,Short-term profit,Expert,1,Semi-urban,Some,Bachelor's,Salaried,9200.0,Crypto
35,16400.0,Medium,Short-term profit,Intermediate,0,Rural,Diverse,High School,Self-employed,2700.0,Mixed
41,80000.0,Low,Short-term profit,Intermediate,3,Semi-urban,Diverse,Bachelor's,Salaried,20700.0,Mixed
56,100500.0,Medium,Retirement,Expert,3,Rural,Some,Master's,Freelancer,29900.0,Bonds
28,60700.0,High,Short-term profit,Intermediate,2,Urban,Some,Master's,Salaried,16000.0,Mixed
43,126800.0,High,Retirement,Intermediate,1,Rural,Some,Bachelor's,Salaried,31400.0,Bonds
58,108300.0,Medium,Retirement,Intermediate,0,Rural,None,Master's,Student,2400.0,Bonds
56,24400.0,High,Retirement,Intermediate,1,Rural,Some,Bachelor's,Salaried,2900.0,Crypto
23,87200.0,Medium,Short-term profit,Intermediate,3,Rural,Diverse,Bachelor's,Salaried,22100.0,Mixed
50,16500.0,High,Retirement,Beginner,2,Rural,Some,Bachelor's,Salaried,2700.0,Mixed
25,122600.0,Medium,Short-term profit,Beginner,1,Semi-urban,Some,Bachelor's,Student,3500.0,Mixed
56,66700.0,Medium,Wealth-building,Intermediate,3,Urban,Diverse,Master's,Salaried,8100.0,Mixed
44,36600.0,Medium,Wealth-building,Beginner,2,Semi-urban,None,High School,Self-employed,5800.0,Mixed
27,91800.0,Medium,Retirement,Beginner,2,Rural,Diverse,Master's,Salaried,13100.0,Bonds
65,83900.0,Low,Retirement,Beginner,2,Semi-urban,Some,Doctorate,Salaried,18600.0,Bonds
53,55900.0,Medium,Short-term profit,Expert,0,Rural,Diverse,Bachelor's,Self-employed,7500.0,Mixed
62,86700.0,Medium,Retirement,Beginner,1,Urban,Diverse,Bachelor's,Freelancer,16500.0,Bonds
49,93800.0,Low,Retirement,Intermediate,2,Rural,None,Bachelor's,Freelancer,27700.0,Bonds
41,125500.0,Low,Wealth-building,Beginner,1,Urban,Some,Bachelor's,Salaried,36200.0,Property
41,21600.0,Low,Retirement,Beginner,1,Semi-urban,Diverse,High School,Self-employed,4200.0,Bonds
63,54500.0,Medium,Wealth-building,Expert,1,Rural,None,Doctorate,Self-employed,13600.0,Mixed
26,81000.0,High,Retirement,Intermediate,1,Urban,Some,High School,Salaried,22900.0,Crypto
52,17100.0,High,Short-term profit,Expert,0,Urban,Diverse,Bachelor's,Self-employed,2700.0,Crypto
33,95400.0,Low,Wealth-building,Beginner,3,Semi-urban,Diverse,Bachelor's,Salaried,16500.0,Mixed
31,92100.0,High,Short-term profit,Expert,0,Rural,Some,Bachelor's,Salaried,12200.0,Stocks
67,90500.0,Medium,Short-term profit,Beginner,1,Urban,Diverse,High School,Retired,2900.0,Mixed
25,87500.0,Medium,Retirement,Intermediate,2,Rural,Diverse,Bachelor's,Salaried,25200.0,Bonds
43,16700.0,High,Wealth-building,Intermediate,1,Rural,Some,High School,Salaried,1800.0,Crypto
37,126100.0,Low,Wealth-building,Expert,3,Urban,Some,High School,Salaried,20500.0,Bonds
23,61700.0,Medium,Short-term profit,Intermediate,3,Rural,None,Bachelor's,Student,1100.0,Mixed
59,50900.0,Low,Short-term profit,Intermediate,0,Semi-urban,Some,Bachelor's,Self-employed,8200.0,Crypto
58,64300.0,Low,Short-term profit,Expert,0,Semi-urban,Diverse,High School,Retired,2200.0,Stocks
51,65400.0,Medium,Retirement,Intermediate,1,Rural,None,Bachelor's,Freelancer,11900.0,Bonds
24,53000.0,Medium,Short-term profit,Expert,3,Urban,None,Bachelor's,Salaried,12400.0,Mixed
58,120200.0,Low,Retirement,Beginner,2,Urban,None,Bachelor's,Salaried,27800.0,Bonds
63,10000.0,Low,Wealth-building,Beginner,0,Urban,None,Bachelor's,Retired,1500.0,Crypto
48,48700.0,Medium,Retirement,Intermediate,3,Urban,Some,Bachelor's,Freelancer,6100.0,Bonds
63,124500.0,High,Wealth-building,Beginner,3,Rural,Diverse,High School,Student,0.0,Stocks
30,60400.0,Low,Retirement,Intermediate,1,Rural,Diverse,High School,Student,2400.0,Bonds
53,86300.0,Medium,Retirement,Intermediate,1,Urban,Diverse,Doctorate,Salaried,16000.0,Bonds
30,32300.0,Medium,Wealth-building,Intermediate,0,Rural,None,Bachelor's,Salaried,8100.0,Mixed
50,39800.0,High,Wealth-building,Intermediate,3,Semi-urban,None,Bachelor's,Salaried,6600.0,Stocks
29,86200.0,Medium,Retirement,Intermediate,3,Rural,Some,High School,Salaried,20700.0,Bonds
49,79700.0,Medium,Retirement,Intermediate,1,Semi-urban,Diverse,Bachelor's,Self-employed,11400.0,Bonds
42,52700.0,Medium,Retirement,Expert,1,Semi-urban,Diverse,Bachelor's,Salaried,10600.0,Bonds
62,59900.0,Low,Short-term profit,Intermediate,1,Urban,Some,Master's,Self-employed,10100.0,Stocks
26,38700.0,Medium,Wealth-building,Intermediate,2,Urban,Diverse,Bachelor's,Retired,700.0,Mixed
27,117300.0,High,Short-term profit,Beginner,1,Urban,Diverse,Master's,Self-employed,31000.0,Bonds
28,114600.0,Medium,Retirement,Intermediate,0,Rural,None,High School,Salaried,28800.0,Bonds
34,40800.0,High,Retirement,Beginner,1,Semi-urban,Diverse,Bachelor's,Freelancer,7600.0,Property
41,80100.0,Low,Retirement,Expert,3,Rural,Some,Doctorate,Student,1800.0,Bonds
36,78300.0,High,Short-term profit,Intermediate,0,Semi-urban,Diverse,High School,Salaried,13200.0,Property
33,81800.0,Medium,Short-term profit,Intermediate,2,Semi-urban,None,Master's,Salaried,12300.0,Mixed
66,38200.0,Medium,Wealth-building,Beginner,1,Rural,Diverse,Bachelor's,Salaried,5200.0,Mixed
60,15500.0,High,Retirement,Beginner,0,Semi-urban,Diverse,Doctorate,Salaried,3700.0,Mixed
42,61900.0,Medium,Retirement,Beginner,3,Rural,Diverse,Bachelor's,Retired,1000.0,Bonds
52,65100.0,Medium,Short-term profit,Expert,1,Rural,Diverse,Master's,Self-employed,13100.0,Mixed
56,76900.0,Medium,Retirement,Intermediate,3,Semi-urban,Some,High School,Salaried,18700.0,Bonds
62,89100.0,High,Retirement,Expert,0,Rural,Some,Master's,Salaried,26500.0,Stocks
63,47400.0,Medium,Wealth-building,Beginner,1,Urban,Some,Doctorate,Salaried,12700.0,Mixed
46,45800.0,Low,Wealth-building,Beginner,1,Rural,Some,Master's,Salaried,10900.0,Crypto
29,91600.0,Medium,Retirement,Intermediate,0,Semi-urban,Diverse,High School,Salaried,27000.0,Bonds
26,50400.0,Medium,Wealth-building,Beginner,0,Rural,Diverse,Bachelor's,Student,0.0,Mixed
36,114400.0,High,Retirement,Expert,2,Semi-urban,Some,Master's,Self-employed,31400.0,Stocks
49,99900.0,Medium,Retirement,Beginner,2,Semi-urban,Some,Master's,Salaried,18500.0,Bonds
23,85000.0,High,Wealth-building,Beginner,1,Rural,None,Master's,Salaried,20300.0,Mixed
58,77000.0,High,Short-term profit,Intermediate,3,Rural,None,High School,Salaried,19800.0,Property
36,10000.0,Low,Retirement,Intermediate,2,Semi-urban,Diverse,Master's,Retired,1200.0,Bonds
64,96300.0,Medium,Wealth-building,Intermediate,1,Rural,Some,High School,Student,200.0,Mixed
46,17500.0,High,Short-term profit,Beginner,3,Semi-urban,None,Bachelor's,Self-employed,2700.0,Mixed
33,94400.0,Medium,Short-term profit,Intermediate,3,Urban,None,Doctorate,Self-employed,14900.0,Mixed
